,created_at,screen_name,text,favorite_count,retweet_count,media_type,media_url,slug,human,human_count,type,race,race_confidence,gender,gender_confidence,comments,county,coder
1.27E+18,43996.14375,CMPD,Detectives are conducting a homicide investigation near the 9100 block of Sandburg Avenue where one person has been pronounced deceased.,18,25,photo,http://pbs.twimg.com/media/EacUGsrXsAAKD3Y.jpg,EacUGsrXsAAKD3Y.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.16E+18,43673.96458,CMPD,.,5,6,photo,http://pbs.twimg.com/media/EAhJOrOXkAQxmCS.jpg,EAhJOrOXkAQxmCS.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.15E+18,43672.52014,CMPD,Our Crimes Against Children Unit made an arrest in a Felony Child Abuse Case that occurred on Reid Oaks Drive.,3,9,photo,http://pbs.twimg.com/media/EAZtQKoXYAIt09W.jpg,EAZtQKoXYAIt09W.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.28E+18,44026.59306,CMPD,Have you seen Jewel McKie? Our detectives need your help in locating him. üì£Please share! #clt #cltnews #CharlotteNC https://t.co/5YVPhDbrAk,59,133,photo,http://pbs.twimg.com/media/Ec5H8g-WkAg3Dxk.png,Ec5H8g-WkAg3Dxk.png,1,1,3,2,2,2,2,,Charlotte,Wilson
1.28E+18,44015.86944,CMPD,Know something? 📱 @CLTCrimeStopper at 704-334-1600 or call 9-1-1. #clt #cltnews #charlottenc https://t.co/Ky4ZgXVCQN,8,17,photo,http://pbs.twimg.com/media/EcB5D6cXQAUJb59.jpg,EcB5D6cXQAUJb59.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.28E+18,44016.91389,CMPD,"If you have any information about this call, please call @CLTCrimeStopper. https://t.co/O7Ynhow908",22,19,photo,http://pbs.twimg.com/media/EcHRpp4X0AEE1wD.jpg,EcHRpp4X0AEE1wD.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.28E+18,44019.92639,CMPD,"@CMPD has launched Safe Outcomes program, a voluntary registry for vulnerable populations, to de-escalate more situations and save more lives.  Information entered into the Safe Outcomes system is confidential. #clt #cltnews",0,6,photo,http://pbs.twimg.com/media/EcWyk0bXQAA1W2G.jpg,EcWyk0bXQAA1W2G.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.28E+18,44029.90764,CMPD,Detectives with CMPD's Homicide Unit have made an arrest in this case.  Please continue to call @CLTCrimeStopper with any information. #cmpd #cltnews #CharlotteNC https://t.co/4OP47A1515,12,16,photo,http://pbs.twimg.com/media/EdKMQMCXkAIvxyH.png,EdKMQMCXkAIvxyH.png,1,1,3,2,2,2,2,Missing,Charlotte,Wilson
1.17E+18,43713.19306,CMPD,  at 704-334-1600 or call 9-1-1. https://t.co/Z43OFLOMxJ,5,12,photo,http://pbs.twimg.com/media/EDrKtMdX4AAMZVk.jpg,EDrKtMdX4AAMZVk.jpg,1,1,3,1,2,1,2,Missing person,Charlotte,Wilson
1.29E+18,44045.94375,CMPD,https://t.co/y5B5emKxpn,18,32,photo,http://pbs.twimg.com/media/Eecxtm2WAAAS92Z.png,Eecxtm2WAAAS92Z.png,1,1,3,2,2,1,2,Missing,Charlotte,Wilson
1.29E+18,44044.46806,CMPD,Thank you to all first responders who protect and serve. We appreciate your daily heroic efforts to keep our community safe.  We are proud of the partnerships we have built with @CharlotteFD @MecklenburgEMS and many more.  #NationalFirstResponderDay #police #firefighters #medics https://t.co/MPWBGvedhP,19,36,photo,http://pbs.twimg.com/media/EeVKtsNX0AA3UFx.png,EeVKtsNX0AA3UFx.png,1,1,3,1,2,2,2,Missing,Charlotte,Wilson
1.30E+18,44062.99097,CMPD,"Today, our Aviation Unit is one of 13 specialty divisions of CMPD. Become part of the team -&gt; https://t.co/f0WPpZspT7 https://t.co/lVxUpVd8Sy",12,20,photo,http://pbs.twimg.com/media/Ef0kMdJXYAIN64S.jpg,Ef0kMdJXYAIN64S.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.30E+18,44063.97431,CMPD,"On this Veteran’s Day, we want to take a moment to thank a few of our CMPD family who have served this country. Past or present, we appreciate each and every one of you. #clt #charlottenc #veteransday #cmpd https://t.co/G249SSQNl2",7,16,photo,http://pbs.twimg.com/media/Ef5oLPuWAAESxsu.jpg,Ef5oLPuWAAESxsu.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.29E+18,44058.05486,CMPD,"The officer was transported by Medic to a local hospital with non-life-threatening injuries. Throughout this incident, there was no threat to the First Lady or any other personnel in the motorcade. CMPD’s Major Crash Unit has responded to conduct the investigation.",19,35,photo,http://pbs.twimg.com/media/EfbJd_rXYAE9qOP.jpg,EfbJd_rXYAE9qOP.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.18E+18,43735.65278,CMPD,the 1st 2 vehs had passed and the 3rd was already beside it.,8,25,photo,http://pbs.twimg.com/media/EFe1D9nXkAAL5oL.jpg,EFe1D9nXkAAL5oL.jpg,1,1,3,2,2,2,2,Missing person,Charlotte,Wilson
1.30E+18,44076.68264,CMPD,#Charlotte #CLT https://t.co/VdiB5qjVr9,8,16,photo,http://pbs.twimg.com/media/Eg7Ez0GWAAINhDw.jpg,Eg7Ez0GWAAINhDw.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.19E+18,43766.69514,CMPD,If you have questions about the Stay at home Order please call the Mecklenburg County Stay at Home Order Call Center at  (704)-353-1926. #clt #cltnew #charlottenc,5,7,photo,http://pbs.twimg.com/media/EH-sctAWoAAmCWk.jpg,EH-sctAWoAAmCWk.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.19E+18,43757.13264,CMPD,Mecklenburg County Public Health Director and community partners provide the latest update on local response to COVID-19. https://t.co/biVIMqOQoI,2,5,photo,http://pbs.twimg.com/media/EHNcjpEWkAAOyZO.jpg,EHNcjpEWkAAOyZO.jpg,1,1,3,2,2,2,2,"Missing person, not seen",Charlotte,Wilson
1.19E+18,43757.07639,CMPD,📣Please Share.,16,72,photo,http://pbs.twimg.com/media/EHNKLTQXUAABptM.jpg,EHNKLTQXUAABptM.jpg,1,1,3,2,2,2,2,Missing child,Charlotte,Wilson
1.19E+18,43757.12431,CMPD,Our Detectives need your assistance with a Hit and Run Investigation.,29,44,photo,http://pbs.twimg.com/media/EHNZ8AEXkAIBvM9.jpg,EHNZ8AEXkAIBvM9.jpg,1,1,3,2,2,2,2,"Missing child, repeated child",Charlotte,Wilson
1.30E+18,44081.63333,CMPD,Recruit class #187 is working hard at the CMPD Academy - in the classroom and out! ,25,43,photo,"
",EhUkm_7WoAIVHtf.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.19E+18,43768.80764,CMPD,"@SheilaBonds10 @MeckCounty @CharMeckEM There are no specified hours and strictly adheres to essential needs. CMPD will manage the order through voluntary compliance, education, dialogue and cooperation from community members. The CMPD encourages continued voluntary cooperation from the community.",8,15,photo,http://pbs.twimg.com/media/EIJkrZFXYAEbnOD.jpg,EIJkrZFXYAEbnOD.jpg,1,1,3,1,2,1,2,Missing person,Charlotte,Wilson
1.31E+18,44099.96806,CMPD,🔴 Join us on Facebook live for the   186th Recruit Class Graduation Ceremony. #clt #cmpd #cltnews  https://t.co/mlYiWrpFLN,21,62,photo,http://pbs.twimg.com/media/Eiy_eFdXsAA9JM7.jpg,Eiy_eFdXsAA9JM7.jpg,1,1,3,1,2,2,2,Missing child,Charlotte,Wilson
1.31E+18,44109.96111,CMPD,•800 disabled foster children,6,15,photo,http://pbs.twimg.com/media/EjmcviqX0AAweKQ.jpg,EjmcviqX0AAweKQ.jpg,1,1,3,2,2,1,2,"REPEAT, missing person",Charlotte,Wilson
1.33E+18,44143.975,CMPD,"Our detectives need your assistance in identifying this suspect involved in a shooting on South Blvd on January 9, 2021.  If you have any information please contact @CLTCrimeStopper. #cmpd #clt #cltnews https://t.co/Iseh9EO06J",30,75,photo,http://pbs.twimg.com/media/EmVn9S-XYAAPPK5.jpg,EmVn9S-XYAAPPK5.jpg,1,1,3,2,2,1,2,Missing child,Charlotte,Wilson
1.33E+18,44154.55278,CMPD,Learn how joining CMPD via lateral entry means an abbreviated academy -&gt; https://t.co/WJnUKOOenW https://t.co/PIr24jaqYY,22,53,photo,http://pbs.twimg.com/media/EnMGRYTXIAAXvYI.jpg,EnMGRYTXIAAXvYI.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.33E+18,44157.08403,CMPD,"Officers in the Metro Division recently conducted three traffic stops, which led to the seizure of three guns, $12k in cash, and over 12 pounds of illegal narcotics. If you have any information about illegal drugs or firearms, please call @CLTCrimeStoppers at 704-334-1600 #clt https://t.co/FmTo0UEjoT",13,37,photo,http://pbs.twimg.com/media/EnZIjw9XEAcQ-1F.jpg,EnZIjw9XEAcQ-1F.jpg,1,1,3,2,2,2,2,Missing child,Charlotte,Wilson
1.33E+18,44167.4875,CMPD,Detectives are conducting a homicide investigation near the intersection of Arrowood Rd and I-77 Hwy where one person has been pronounced deceased.  #clt #cltnews #CharlotteNC https://t.co/ijvKKnZfsY,7,8,photo,http://pbs.twimg.com/media/EoOtaQiXIAArJ8O.jpg,EoOtaQiXIAArJ8O.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.34E+18,44177.39097,CMPD,This alert has been canceled.,26,32,photo,http://pbs.twimg.com/media/EpBst21XMAAKcjb.jpg,EpBst21XMAAKcjb.jpg,1,6,3,2,2,2,2,Missing family,Charlotte,Wilson
1.34E+18,44177.39097,CMPD,This alert has been canceled.,26,32,photo,http://pbs.twimg.com/media/EpBst21XMAAKcjb.jpg,EpBst21XMAAKcjb.jpg,1,6,3,2,2,2,2,ADDED,Charlotte,Wilson
1.34E+18,44177.39097,CMPD,This alert has been canceled.,26,32,photo,http://pbs.twimg.com/media/EpBst21XMAAKcjb.jpg,EpBst21XMAAKcjb.jpg,1,6,3,2,2,2,2,ADDED,Charlotte,Wilson
1.34E+18,44177.39097,CMPD,This alert has been canceled.,26,32,photo,http://pbs.twimg.com/media/EpBst21XMAAKcjb.jpg,EpBst21XMAAKcjb.jpg,1,6,3,2,2,2,2,ADDED,Charlotte,Wilson
1.34E+18,44177.39097,CMPD,This alert has been canceled.,26,32,photo,http://pbs.twimg.com/media/EpBst21XMAAKcjb.jpg,EpBst21XMAAKcjb.jpg,1,6,3,2,2,2,2,ADDED,Charlotte,Wilson
1.34E+18,44177.39097,CMPD,This alert has been canceled.,26,32,photo,http://pbs.twimg.com/media/EpBst21XMAAKcjb.jpg,EpBst21XMAAKcjb.jpg,1,6,3,2,2,2,2,ADDED,Charlotte,Wilson
1.34E+18,44189.65486,CMPD,Learn how Officer Melissa Cicio builds training scenarios that mirror what we respond to each day: https://t.co/HcBmQB0pFJ https://t.co/hUAx2F5aBF,3,9,photo,http://pbs.twimg.com/media/EqA3qpgXIAIWae_.jpg,EqA3qpgXIAIWae_.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.23E+18,43887.01875,CMPD,@chrisstj04 Please call 911 and have an officer respond so that this can be documented and an investigation can be started.,6,9,photo,http://pbs.twimg.com/media/ERqVmAjWkAESThw.jpg,ERqVmAjWkAESThw.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.23E+18,43882.55417,CMPD,"Two days until our #OfficerInvolved #Podcast, don't miss out. #clt #CharlotteNC #CMPD https://t.co/gw6Az0pwU8",18,30,photo,http://pbs.twimg.com/media/ERTWNhcW4AM7pTk.jpg,ERTWNhcW4AM7pTk.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.23E+18,43883.28125,CMPD,#Vidcast Policing during a pandemic. A violent crime surge and police officer vulnerabilities drive the dialogue in the first episode of the CMPD’s Vidcast. #clt #cltnews #CharlotteNC #lawenforcement ,18,33,photo,http://pbs.twimg.com/media/ERXF0YyX0AAmz2V.jpg,ERXF0YyX0AAmz2V.jpg,1,1,3,2,2,1,2,"Repeated person, only image",Charlotte,Wilson
1.24E+18,43898.83264,CMPD,"SOLIDARITY: 👏 Brad Koch, with the Charlotte-Mecklenburg Police Department, kneels with protesters during Sunday's demonstrations in uptown Charlotte. » https://t.co/LQ1sD78FIP https://t.co/GPFwiYBbYD",4,12,photo,http://pbs.twimg.com/media/ESnLcC0WkAA8bwW.jpg,ESnLcC0WkAA8bwW.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.25E+18,43921.93681,CMPD,@janki_kaneria @iAmWright87 I can confirm that this information has been passed to our Internal Affairs Division and they have begun to conduct an investigation.,6,8,photo,http://pbs.twimg.com/media/EUeKE77WoAs9fON.jpg,EUeKE77WoAs9fON.jpg,1,1,3,2,2,1,2,Missing person,Charlotte,Wilson
1.25E+18,43930.05347,CMPD,CMPD detectives are investigating a homicide in the 1800 Beatties Ford Rd. One person has been pronounced deceased at the scene. Several other victims have been transported by Medic with gunshot wounds.,12,26,photo,http://pbs.twimg.com/media/EVH9UF8XYAA7if4.jpg,EVH9UF8XYAA7if4.jpg,1,1,3,1,2,1,2,Missing person,Charlotte,Wilson
1.25E+18,43930.94722,CMPD,@CMPD homicide detectives are conducting a homicide investigation near the 5300 block of Montague Street where one person has been pronounced deceased.,10,25,photo,http://pbs.twimg.com/media/EVMkHm4UUAgWUCa.jpg,EVMkHm4UUAgWUCa.jpg,1,1,3,1,2,2,2,Missing child,Charlotte,Wilson
1.26E+18,43959.00972,CMPD,CMPD is conducting a homicide investigation at the BP Station located at Milton Road/ E. W.T Harris Blvd.  1 person has been pronounced deceased.,18,31,photo,http://pbs.twimg.com/media/EXdFJbIXsAs4fO7.jpg,EXdFJbIXsAs4fO7.jpg,1,1,3,1,2,1,2,REPEAT,Charlotte,Wilson
1.12E+18,43567.675,FayettevillePD,Every Tuesday starting Sept. 22 - Nov. 17,2,7,photo,http://pbs.twimg.com/media/D39xQI0WkAADj4C.jpg,D39xQI0WkAADj4C.jpg,1,1,3,1,2,2,2,"
",Fayetteville,Wilson
1.12E+18,43564.71597,FayettevillePD,Have a great night! https://t.co/HR09yWRcQ4,3,4,photo,http://pbs.twimg.com/media/D3uiA2-WwAEQ7vb.jpg,D3uiA2-WwAEQ7vb.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.13E+18,43601.92153,FayettevillePD,The suspect who was shot by a Fayetteville Police Detective who is assigned to the United States Marshals Task Force has been identified. ,2,6,photo,http://pbs.twimg.com/media/D6uIniLWwAARrWh.jpg,D6uIniLWwAARrWh.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.14E+18,43619.82083,FayettevillePD,|Suspicious Activity|,3,5,photo,http://pbs.twimg.com/media/D8KUB-lX4AAjjTh.jpg,D8KUB-lX4AAjjTh.jpg,1,1,3,1,2,1,2,"
",Fayetteville,Wilson
1.14E+18,43626.65417,FayettevillePD,oBlue shirt &amp; pants https://t.co/LgonVymKuq,8,9,photo,http://pbs.twimg.com/media/D8tgL2YW4AETpfC.jpg,D8tgL2YW4AETpfC.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.14E+18,43634.87431,FayettevillePD,We hope you have a great night! https://t.co/vR93EY2KCO,2,6,photo,http://pbs.twimg.com/media/D9XnrqvW4AAqZUd.jpg,D9XnrqvW4AAqZUd.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.07E+18,43432.87847,FayettevillePD,https://t.co/3LKIDAlRsh,3,9,photo,http://pbs.twimg.com/media/DtHl2pCWoAEJ9Bu.jpg,DtHl2pCWoAEJ9Bu.jpg,1,1,3,1,2,1,2,"
",Fayetteville,Wilson
1.08E+18,43467.725,FayettevillePD,Christian Marques Williams currently has 19 outstanding warrants. He has broken into several businesses to steal cigarettes. ,6,9,photo,http://pbs.twimg.com/media/Dv7CrI3XcAENpv-.jpg,Dv7CrI3XcAENpv-.jpg,1,1,3,2,2,1,2,"
",Fayetteville,Wilson
1.10E+18,43515.69653,FayettevillePD,It's Free Crime Prevention Time!! #9PMRoutine,1,3,photo,http://pbs.twimg.com/media/DzyFi4eWkAAbcGr.jpg,DzyFi4eWkAAbcGr.jpg,1,1,3,2,2,1,2,"
",Fayetteville,Wilson
1.43E+18,44425.59167,FayettevillePD,https://t.co/LZddv0LraE,1,3,photo,http://pbs.twimg.com/media/E8_52hRXMAUFR6l.jpg,E8_52hRXMAUFR6l.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.43E+18,44418.75764,FayettevillePD,#LoveONE https://t.co/tp38YznOVi,2,11,photo,http://pbs.twimg.com/media/E8ctl_RWEAQem80.jpg,E8ctl_RWEAQem80.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.43E+18,44433.56181,FayettevillePD,👉Can you use music (such as on TikTok)? &gt;&gt;YES,1,1,photo,http://pbs.twimg.com/media/E9o82XuXsAQjbsV.png,E9o82XuXsAQjbsV.png,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.16E+18,43676.87014,FayettevillePD,The #9PMRoutine is Bob Ross approved...probably.. https://t.co/mAlkEElg23,5,6,photo,http://pbs.twimg.com/media/EAwHAhPXkAI9VJS.jpg,EAwHAhPXkAI9VJS.jpg,1,1,3,2,2,2,2,Silver alert,Fayetteville,Wilson
1.16E+18,43685.45,FayettevillePD,Register here for Crucial Conversations: https://t.co/vdLeGGgdcj,11,15,photo,http://pbs.twimg.com/media/EBcStRGX4AAvrgU.jpg,EBcStRGX4AAvrgU.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.16E+18,43685.62431,FayettevillePD,➡️YES!!...Faith &amp; Blue Crucial Conversations &amp; Operation Ceasefire Movie Night⬅️,4,5,photo,http://pbs.twimg.com/media/EBdMJRmXoAAeGbJ.jpg,EBdMJRmXoAAeGbJ.jpg,1,1,3,2,2,1,2,"
",Fayetteville,Wilson
1.28E+18,44007.72361,FayettevillePD,Tayrell Dixon has been missing since 3-17-21. If you have info on his whereabouts call (910) 433-1500 ext. 2214.,8,12,photo,http://pbs.twimg.com/media/EbX82nJXkAEkILv.jpg,EbX82nJXkAEkILv.jpg,1,1,3,2,2,1,2,"
",Fayetteville,Wilson
1.16E+18,43696.64722,FayettevillePD,|Who Am I?|,2,8,photo,http://pbs.twimg.com/media/ECV9L-EWkAAjZIu.jpg,ECV9L-EWkAAjZIu.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.29E+18,44036.27083,FayettevillePD,#FayPDMotivation https://t.co/GrbLxyILIR,13,10,photo,http://pbs.twimg.com/media/Edq9xIbX0AE_4Dt.jpg,Edq9xIbX0AE_4Dt.jpg,1,1,3,2,2,1,2,"
",Fayetteville,Wilson
1.29E+18,44050.65903,FayettevillePD,#CrimePreventionIsaSharedResponsibility https://t.co/UNUHuolBrl,4,8,photo,http://pbs.twimg.com/media/Ee1EBHoWAAAoqhv.png,Ee1EBHoWAAAoqhv.png,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.18E+18,43741.86806,FayettevillePD,🗣 Happening Tonight!!,8,11,photo,http://pbs.twimg.com/media/EF-1qfTXkAMBtA6.jpg,EF-1qfTXkAMBtA6.jpg,1,1,3,1,2,2,2,"
",Fayetteville,Wilson
1.30E+18,44063.54722,FayettevillePD,"This week, April 11th-17th, is a week to celebrate the unsung heroes behind the badge. Often heard but not seen, we take this week to say #ThankYou to our telecommunications team!! #ThankADispatcher https://t.co/69xVSmJfft",14,22,photo,http://pbs.twimg.com/media/Ef3bwuKXgAAc4z1.jpg,Ef3bwuKXgAAc4z1.jpg,1,1,3,1,2,2,2,"
",Fayetteville,Wilson
1.18E+18,43741.65139,FayettevillePD,👀Will we see you there?? 👀 https://t.co/mBFpdFQedQ,2,12,photo,http://pbs.twimg.com/media/EF9t21RWsAA2uQK.jpg,EF9t21RWsAA2uQK.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.29E+18,44056.63958,FayettevillePD,#LoveONE https://t.co/aTuUm5Xci3,2,5,photo,http://pbs.twimg.com/media/EfT2-7hWoAAyRZZ.jpg,EfT2-7hWoAAyRZZ.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.30E+18,44070.36806,FayettevillePD,#Thank you Mr. Zimmerman for donating basketballs 🏀 to officers in our Community Empowerment Response Teams so they can play ball with kids in our community!! #OneAgencyOneCommunityOneFamilyONE https://t.co/llzZel9HZe,6,27,photo,http://pbs.twimg.com/media/EgajsrtXgAAa--K.jpg,EgajsrtXgAAa--K.jpg,1,1,3,2,2,1,2,"
",Fayetteville,Wilson
1.30E+18,44072.72778,FayettevillePD,🚨Vehicle Collision - Lane Closure🚨,3,4,photo,http://pbs.twimg.com/media/Egmtgc5XgAgFgA9.jpg,Egmtgc5XgAgFgA9.jpg,1,1,3,2,2,2,2,REPEAT,Fayetteville,Wilson
1.30E+18,44068.62361,FayettevillePD,🗣The #FayPD is accepting applications for our Summer 2021 Student Internship Program!! ,0,2,photo,http://pbs.twimg.com/media/EgRZbvIUMAAf6qK.jpg,EgRZbvIUMAAf6qK.jpg,1,1,3,2,2,2,2,"Silver alert, Located",Fayetteville,Wilson
1.30E+18,44069.60764,FayettevillePD,👌#9PMRoutine time!! https://t.co/TGVuVA6wpl,3,7,photo,http://pbs.twimg.com/media/EgWpP3kXYAAG03H.jpg,EgWpP3kXYAAG03H.jpg,1,1,3,3,2,2,2,"
",Fayetteville,Wilson
1.19E+18,43760.15833,FayettevillePD,"Stolen vehicle (not actual vehicle), is a burgundy '21 Kia Forte; [MI] EFQ-6864. https://t.co/bpL9GZ1H2T",5,4,photo,http://pbs.twimg.com/media/EHdB5n8WwAAwPVo.jpg,EHdB5n8WwAAwPVo.jpg,1,1,3,1,2,1,2,Silver alert,Fayetteville,Wilson
1.19E+18,43756.03472,FayettevillePD,- Turn Around Don't Drown ,105,29,photo,http://pbs.twimg.com/media/EHHyvQHXYAA4zhu.jpg,EHHyvQHXYAA4zhu.jpg,1,1,3,2,2,2,2,REPEAT,Fayetteville,Wilson
1.19E+18,43761.86597,FayettevillePD,&gt;Garage Door is shut https://t.co/gvBZu8Z5kj,5,6,photo,http://pbs.twimg.com/media/EHl0xzpWsAUZYEC.jpg,EHl0xzpWsAUZYEC.jpg,1,1,3,2,2,2,2,Silver alert,Fayetteville,Wilson
1.30E+18,44082.60972,FayettevillePD,|Update to Missing Person|,0,3,photo,http://pbs.twimg.com/media/EhZmh6TWoAA70sf.jpg,EhZmh6TWoAA70sf.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.19E+18,43777.68681,FayettevillePD,|Traffic Crash-Road Closure|,3,11,photo,http://pbs.twimg.com/media/EI3THAJWwAAmaBd.jpg,EI3THAJWwAAmaBd.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.19E+18,43777.98681,FayettevillePD,"Despite the hardships which have occurred this year, each of us has a lot to be thankful for. #FayPD is thankful for the support and relationships we have and continue to make with our community. https://t.co/JE7o241Vdv",1,3,photo,http://pbs.twimg.com/media/EI414QhWsAEA4ms.jpg,EI414QhWsAEA4ms.jpg,1,1,3,2,2,1,2,"
",Fayetteville,Wilson
1.19E+18,43767.78958,FayettevillePD,•  5’09” 132 lbs,2,3,photo,http://pbs.twimg.com/media/EIEU-sEXUAAQazO.jpg,EIEU-sEXUAAQazO.jpg,1,1,3,2,2,2,2,REPEAT,Fayetteville,Wilson
1.31E+18,44094.18264,FayettevillePD,10:00 am-2:00 pm,6,7,photo,http://pbs.twimg.com/media/EiVM272XYAEG9Mn.png,EiVM272XYAEG9Mn.png,1,1,3,2,2,1,2,"
",Fayetteville,Wilson
1.20E+18,43790.9,FayettevillePD,| WANTED - Promoting Prostitution |,9,10,photo,http://pbs.twimg.com/media/EJ7V5JsWsAAqVzT.jpg,EJ7V5JsWsAAqVzT.jpg,1,1,3,2,2,1,2,"
",Fayetteville,Wilson
1.31E+18,44107.92917,FayettevillePD,#FayPDMotivation,1,3,photo,http://pbs.twimg.com/media/Ejb_fhVXYAEHi0p.jpg,Ejb_fhVXYAEHi0p.jpg,1,1,3,2,2,2,1,"
",Fayetteville,Wilson
1.20E+18,43785.1625,FayettevillePD,Have you done the #9PMRoutine? https://t.co/LlLFObetUb,10,13,photo,http://pbs.twimg.com/media/EJdyyVnXYAI8I0e.jpg,EJdyyVnXYAI8I0e.jpg,1,1,3,2,2,1,2,"
",Fayetteville,Wilson
1.19E+18,43782.89861,FayettevillePD,Single-vehicle collision at the train overpass on Ramsey St near Cumberland St. ,3,5,photo,http://pbs.twimg.com/media/EJSIxFhWkAE6Gk9.jpg,EJSIxFhWkAE6Gk9.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.31E+18,44111.5625,FayettevillePD,#LoveONE https://t.co/GrttW195qO,49,67,photo,http://pbs.twimg.com/media/Ejus7a5XsAADZxf.jpg,Ejus7a5XsAADZxf.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.32E+18,44116.59583,FayettevillePD,This is my #9PMRoutine jam!! 🎵 🔊,2,5,photo,http://pbs.twimg.com/media/EkIoLQnWkAItKLz.jpg,EkIoLQnWkAItKLz.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.32E+18,44123.77847,FayettevillePD,Traffic Crash involving a motorcycle on Cliffdale Road in front of Sonic Restaurant. Life threatening injuries. ,2,4,photo,http://pbs.twimg.com/media/EktnR2jXUAArCn3.jpg,EktnR2jXUAArCn3.jpg,1,1,3,2,2,2,2,"
",Fayetteville,Wilson
1.20E+18,43795.84514,FayettevillePD,• 185lbs,2,4,photo,http://pbs.twimg.com/media/EKUz33sW4AEbOFm.jpg,EKUz33sW4AEbOFm.jpg,1,1,3,1,2,1,2,"
",Fayetteville,Wilson
1.20E+18,43810.67778,FayettevillePD,Please remember to...,11,0,photo,http://pbs.twimg.com/media/ELhMklwXUAMarwv.jpg,ELhMklwXUAMarwv.jpg,1,1,3,1,2,2,2,"
",Fayetteville,Wilson
